  0.09123, -0.39184,  0.08409
  0.10801, -0.33704,  0.07392
  0.09878, -0.32324,  0.07341
  0.09807, -0.35006,  0.07602
  0.09357, -0.32611,  0.08421
  0.09121, -0.37155,  0.06796
  0.09439, -0.35489,  0.07849
  0.08837, -0.35274,  0.08606
  0.09616, -0.35796,  0.09845
  0.11149, -0.36714,  0.08752
  0.07598, -0.31215,  0.08115
  0.09263, -0.33494,  0.08580
  0.11344, -0.34875,  0.08719
  0.10628, -0.34155,  0.08363
  0.10012, -0.34879,  0.08234
  0.09733, -0.33862,  0.07152
  0.10171, -0.32088,  0.07848
  0.09170, -0.30347,  0.08595
  0.10993, -0.32167,  0.07888
  0.08865, -0.32140,  0.09351
  0.09851, -0.38538,  0.07489
  0.08879, -0.31331,  0.06526
  0.08541, -0.30358,  0.08418
  0.09447, -0.38204,  0.08658
  0.10276, -0.37004,  0.08470
  0.09397, -0.37186,  0.07774
  0.10064, -0.36379,  0.09204
  0.09084, -0.38148,  0.07904
  0.09366, -0.36044,  0.07867
  0.08779, -0.38105,  0.08568
  0.10697, -0.38276,  0.09182
  0.08675, -0.34083,  0.09158
  0.10299, -0.31292,  0.07607
  0.10087, -0.29676,  0.07995
  0.09664, -0.29414,  0.08311
  0.09356, -0.31691,  0.08249
